datetime,open,high,low,close,volume
2024-12-25,17.8,18.8,17.8,18.8,6092900
2024-12-26,19.0,19.25,18.75,18.95,2150300
2024-12-27,19.0,19.3,18.7,18.7,2341200
2024-12-30,18.7,19.25,18.55,19.0,2622500
2024-12-31,18.85,19.1,18.55,18.55,1558000
2025-01-02,18.7,19.05,18.6,18.75,1498000
