datetime,open,high,low,close,volume
2024-12-25,4.41,4.48,4.39,4.45,47700
2024-12-26,4.48,4.48,4.4,4.48,38500
2024-12-27,4.43,4.49,4.4,4.49,56600
2024-12-30,4.49,4.5,4.4,4.5,93500
2024-12-31,4.5,4.5,4.4,4.46,54100
2025-01-02,4.5,4.53,4.32,4.32,28800
