datetime,open,high,low,close,volume
2024-12-25,14.36,14.46,13.94,13.99,721732
2024-12-26,13.99,14.18,13.9,13.9,547553
2024-12-27,13.8,13.85,13.39,13.48,1486416
2024-12-30,13.48,13.76,13.39,13.67,399526
2024-12-31,13.57,13.85,13.57,13.67,290579
2025-01-02,13.67,14.04,13.62,13.76,472535
