datetime,open,high,low,close,volume
2024-12-25,12.61,12.65,12.46,12.57,5019634
2024-12-26,12.57,12.69,12.57,12.61,3335990
2024-12-27,12.65,12.69,12.46,12.57,3810444
2024-12-30,12.53,12.53,12.38,12.38,1742272
2024-12-31,12.42,12.42,12.22,12.34,2384732
2025-01-02,12.34,12.42,12.26,12.42,1077907
