datetime,open,high,low,close,volume
2024-12-25,41.65,41.7,41.65,41.7,1050
2024-12-26,40.52,41.7,40.52,41.5,5854
2024-12-27,41.01,41.01,41.01,41.01,2428
2024-12-30,41.01,41.01,41.01,41.01,1121
2024-12-31,41.01,41.01,41.01,41.01,600
2025-01-02,41.01,41.01,41.01,41.01,803
