datetime,open,high,low,close,volume
2024-12-25,23.23,23.67,23.23,23.42,3550541
2024-12-26,23.57,23.96,23.52,23.52,3792326
2024-12-27,23.62,23.67,23.13,23.57,3088713
2024-12-30,23.57,23.57,23.08,23.18,2307158
2024-12-31,23.23,23.37,22.88,22.88,2083155
2025-01-02,22.98,23.13,22.88,22.93,1618804
