datetime,open,high,low,close,volume
2024-12-25,19.8,19.89,19.56,19.85,1539459
2024-12-26,19.89,20.52,19.6,19.6,3691760
2024-12-27,19.51,19.65,18.97,19.17,2766119
2024-12-30,19.07,19.12,18.78,18.97,1824289
2024-12-31,19.02,19.51,18.97,19.17,1465578
2025-01-02,19.22,19.36,18.97,19.07,920034
