datetime,open,high,low,close,volume
2024-12-25,33.29,33.29,32.78,32.83,100272
2024-12-26,33.01,33.01,32.83,32.83,49444
2024-12-27,32.92,32.92,32.73,32.73,42031
2024-12-30,32.73,32.73,32.64,32.69,53933
2024-12-31,32.83,32.92,32.64,32.87,28727
2025-01-02,32.83,32.87,32.73,32.83,7317
