datetime,open,high,low,close,volume
2024-12-25,7.1,7.3,7.1,7.12,2200
2024-12-26,7.1,7.3,7.1,7.25,3900
2024-12-27,7.32,7.32,7.0,7.32,18500
2024-12-30,6.9,7.3,6.9,7.3,5000
2024-12-31,7.3,7.3,7.0,7.3,8700
2025-01-02,7.05,7.05,6.91,6.91,2000
