datetime,open,high,low,close,volume
2024-12-24,10.0,10.1,10.0,10.1,800
2024-12-25,10.3,10.3,10.3,10.3,500
2024-12-26,10.4,10.4,10.05,10.05,4700
2024-12-27,10.05,10.05,10.05,10.05,100
2024-12-30,10.15,10.15,10.15,10.15,400
2025-01-02,10.2,10.2,10.2,10.2,200
