datetime,open,high,low,close,volume
2024-12-25,4.48,4.53,4.45,4.45,9710
2024-12-26,4.56,4.56,4.44,4.48,11302
2024-12-27,4.48,4.52,4.48,4.52,2878
2024-12-30,4.49,4.51,4.47,4.51,12698
2024-12-31,4.5,4.5,4.46,4.46,17598
2025-01-02,4.58,4.59,4.58,4.58,4308
