datetime,open,high,low,close,volume
2024-12-25,13.95,14.04,13.63,13.81,363268
2024-12-26,13.67,13.72,13.49,13.53,394101
2024-12-27,13.53,13.53,13.11,13.25,285682
2024-12-30,13.25,13.35,13.11,13.11,197192
2024-12-31,13.11,13.3,13.11,13.11,116714
2025-01-02,13.11,13.35,13.11,13.11,219544
