datetime,open,high,low,close,volume
2024-12-25,15.88,15.93,14.77,15.88,19904
2024-12-26,15.42,15.88,15.37,15.88,13400
2024-12-27,15.42,16.02,15.42,15.7,29125
2024-12-30,15.7,15.88,15.7,15.7,13800
2024-12-31,15.6,15.6,15.56,15.56,5519
2025-01-02,15.79,15.88,15.6,15.74,6257
