datetime,open,high,low,close,volume
2024-12-25,8.3,8.47,8.3,8.42,97200
2024-12-26,8.43,8.79,8.42,8.5,19400
2024-12-27,8.5,8.7,8.15,8.5,21400
2024-12-30,8.35,8.5,8.35,8.47,20000
2024-12-31,8.4,8.8,8.4,8.48,16000
2025-01-02,8.42,8.5,8.39,8.39,18100
