datetime,open,high,low,close,volume
2024-12-25,3.3,3.34,3.2,3.26,2374700
2024-12-26,3.26,3.29,3.16,3.18,1247100
2024-12-27,3.19,3.23,3.15,3.15,1136400
2024-12-30,3.19,3.27,3.12,3.2,985000
2024-12-31,3.19,3.19,3.14,3.17,486200
2025-01-02,3.17,3.25,3.16,3.2,1093500
