datetime,open,high,low,close,volume
2024-12-25,1262.03,1283.09,1261.87,1274.04,666962682
2024-12-26,1275.68,1277.17,1271.99,1272.87,453389936
2024-12-27,1275.56,1277.89,1272.23,1275.14,552111544
2024-12-30,1273.75,1274.15,1268.77,1272.02,417365889
2024-12-31,1272.25,1272.46,1266.78,1266.78,367846747
2025-01-02,1268.96,1271.13,1263.25,1269.71,328258670
