datetime,open,high,low,close,volume
2024-12-25,3.33,3.42,3.33,3.36,132300
2024-12-26,3.39,3.39,3.31,3.35,111100
2024-12-27,3.37,3.38,3.33,3.34,121600
2024-12-30,3.25,3.35,3.25,3.32,100800
2024-12-31,3.32,3.35,3.28,3.32,139200
2025-01-02,3.3,3.36,3.3,3.33,29000
