datetime,open,high,low,close,volume
2024-12-25,13.3,13.85,13.05,13.4,270900
2024-12-26,13.8,13.8,13.1,13.1,147000
2024-12-27,13.1,13.25,12.7,13.2,147900
2024-12-30,13.2,13.5,13.05,13.25,192300
2024-12-31,13.25,14.0,13.25,13.6,540100
2025-01-02,13.6,13.85,12.9,13.45,294200
