datetime,open,high,low,close,volume
2024-12-25,9.24,9.32,9.16,9.24,13714
2024-12-26,9.66,9.83,9.37,9.83,59527
2024-12-27,9.83,10.08,9.32,10.08,71905
2024-12-30,10.26,10.76,9.45,10.76,53101
2024-12-31,10.81,10.81,10.04,10.04,6276
2025-01-02,9.85,9.85,9.35,9.35,16819
