datetime,open,high,low,close,volume
2024-12-25,2.01,2.07,2.01,2.04,1584300
2024-12-26,2.04,2.17,2.02,2.1,2203300
2024-12-27,2.12,2.16,2.09,2.13,1241100
2024-12-30,2.2,2.21,2.02,2.03,1308100
2024-12-31,2.17,2.17,2.07,2.08,1284900
2025-01-02,2.08,2.08,2.03,2.08,812800
