datetime,open,high,low,close,volume
2024-12-25,57.9,59.79,57.9,58.93,1078560
2024-12-26,59.01,59.1,58.33,58.33,372493
2024-12-27,58.67,58.67,58.07,58.33,413683
2024-12-30,57.9,58.41,57.47,57.47,412076
2024-12-31,57.64,58.24,57.13,58.24,402044
2025-01-02,58.24,58.24,57.3,57.47,341740
