datetime,open,high,low,close,volume
2024-12-25,16.75,17.03,16.1,16.43,5338452
2024-12-26,16.48,16.75,16.01,16.01,3697269
2024-12-27,16.15,16.34,15.73,16.2,4383579
2024-12-30,16.2,16.29,15.87,16.06,1887794
2024-12-31,16.06,16.2,15.82,15.82,1497804
2025-01-02,15.87,16.43,15.73,16.38,4043872
