datetime,open,high,low,close,volume
2024-12-25,21.07,21.07,20.37,21.07,345976
2024-12-26,22.53,22.53,22.06,22.53,397205
2024-12-27,23.09,23.51,21.31,21.31,678201
2024-12-30,21.59,22.06,19.99,20.65,176143
2024-12-31,21.03,21.03,19.76,19.81,146449
2025-01-02,20.18,21.12,20.18,21.03,111811
